StudentIndex,Name,YearOfStudy,CourseID1,CourseTitle1,BM25Score1,CourseID2,CourseTitle2,BM25Score2,CourseID3,CourseTitle3,BM25Score3,CourseID4,CourseTitle4,BM25Score4,CourseID5,CourseTitle5,BM25Score5
344,Student 345,Junior,GREEK   598  ,MA RESEARCH & PREP,38.3745,ECON    118H ,ACCTG ANAL HONORS,34.3669,ANTH    125  ,ANTHRO OF GENDER,33.1517,EEMB    144L ,MARINE MICRO LAB,31.725,GER     199  ,INDEPENDENT STUDIES,30.3245
345,Student 346,Sophomore,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
346,Student 347,Sophomore,C LIT   196H ,HONORS RESEARCH,47.2941,INT      86VC,PORTR & SELF IN AI,44.2768,C LIT   191  ,FANTASY/FANTASTIC,40.9043,C LIT   194I ,INTERNSHIP,36.7032,C LIT   595  ,DOCTORAL COLLOQUIUM,36.2737
347,Student 348,Graduate,FR      104C ,ADV FRENCH GRAMMAR,46.0386,PHIL    599  ,PH D DISS PREP,44.1246,FAMST   250  ,CULTURAL THEORY,41.4718,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   197H ,SENIOR HONORS SEM,33.9186
348,Student 349,Senior,PHIL    599  ,PH D DISS PREP,63.7769,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676,CMPSC   502  ,TEACHING COMPTR SCI,48.7886
349,Student 350,Junior,CMPSC   111  ,INT COMPUTAT SCI,76.3735,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   189A ,SR CMPTR PRJCT,70.144,CMPSC   181  ,INTRO COMP VISION,70.144,CMPSC    99  ,INDEPENDENT STUDIES,70.144
350,Student 351,Senior,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886,PHYS    228  ,ATOMIC & MOLEC PHYS,48.5904
351,Student 352,Graduate,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   180  ,COMPUTER GRAPHICS,42.0864,CMPSC   181  ,INTRO COMP VISION,42.0864
352,Student 353,Sophomore,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,FAMST   106A ,CREW PRODUCTION ONE,44.2397,C LIT   191  ,FANTASY/FANTASTIC,40.9043
353,Student 354,Freshman,ARTHI   192D ,UCSB INTERNSHIP,59.4414,ART     594  ,SP STUDIES/ST ART,57.6803,ARTHI   265  ,SEM ARCH HIST URBAN,55.9026,GREEK   598  ,MA RESEARCH & PREP,53.8036,ARTHI   136O ,GREEN ARCHITECTURE,53.1294
354,Student 355,Graduate,ECON    196A ,SEN HONORS SEM,40.6493,PSTAT   223A ,STOCHASTIC CALCULUS,32.1336,CHEM    242A ,CHEM ASPECT BIO SYS,32.0127,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785
355,Student 356,Freshman,MATH      4B ,DIFF EQUATIONS,36.9968,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,LING    131  ,SOCIOCULT LING,36.2316,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411
356,Student 357,Sophomore,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,FR      104C ,ADV FRENCH GRAMMAR,46.0386,CMPSC   111  ,INT COMPUTAT SCI,45.8241
357,Student 358,Graduate,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,PHIL    156  ,HELLENISTIC PHIL,54.8601
358,Student 359,Sophomore,INT      86VC,PORTR & SELF IN AI,50.6128,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   180  ,COMPUTER GRAPHICS,42.0864
359,Student 360,Sophomore,PHYS      7B ,BASIC PHYSICS,53.2412,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,PHYS      6CL,INTRO EXPER PHYSICS,46.4717
360,Student 361,Sophomore,C LIT   197H ,SENIOR HONORS SEM,56.9251,SOC     185M ,MARXIST&CRIT THEORY,55.8299,SOC     185C ,CULTURAL THEORY,50.7513,C LIT   191  ,FANTASY/FANTASTIC,50.0438,C LIT   197  ,JR/SR SEMINAR,45.5443
361,Student 362,Junior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
362,Student 363,Senior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,FR      599  ,DISS PREPARATION,33.8289,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684
363,Student 364,Graduate,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    252G ,PLATO,30.3604,PHYS      7B ,BASIC PHYSICS,30.3237,PHIL    599  ,PH D DISS PREP,29.4785
364,Student 365,Graduate,ARTHI     6F ,SUR ARCH & PLAN,37.3858,RENST   199  ,INDEPENDENT STUDIES,34.5948,ARTHI   192D ,UCSB INTERNSHIP,34.0062,C LIT   197H ,SENIOR HONORS SEM,33.9186,GLOBL   197E ,SPECIAL TOPICS,33.886
365,Student 366,Junior,C LIT   197  ,JR/SR SEMINAR,54.1862,C LIT   196H ,HONORS RESEARCH,50.1998,C LIT   197H ,SENIOR HONORS SEM,48.984,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
366,Student 367,Freshman,C LIT   191  ,FANTASY/FANTASTIC,50.0438,SOC     130GR,GLOBAL & RESIST,45.1268,SOC     152B ,TOPICS IN SEXUALITY,44.0411,SOC     149  ,SELF AND IDENTITY,43.9056,C LIT   196H ,HONORS RESEARCH,43.7471
367,Student 368,Sophomore,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,MCDB    290CE,C ELEGANS DEVELOP,39.3031,CMPSC     5B ,INTRO DATA SCI 2,37.0617,C LIT   194I ,INTERNSHIP,36.7032
368,Student 369,Junior,GREEK   598  ,MA RESEARCH & PREP,54.2723,PHYS    260J ,PHYSICS OUTREACH,50.9258,PSY     183  ,PSYCHOPATHOLOGY,47.2415,FAMST   106A ,CREW PRODUCTION ONE,44.2397,GLOBL   124  ,GLOBAL PEAC & CONFL,41.3178
369,Student 370,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,54.9233,PHYS    143L ,PARTICLE PHYS LAB,43.7743,PSY     592DV,SPEC INTRST GRP SEM,40.1172,PHYS    260J ,PHYSICS OUTREACH,35.4068,FEMST   598  ,THESIS PREP,35.272
370,Student 371,Junior,MUS A   252  ,VIOLIN ENSEMBLE,40.3154,PHIL      3  ,CRITICAL THINKING,38.8979,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094
371,Student 372,Freshman,MUS A   245BR,BRASS/ORCH REP,64.1349,MUS A   237M ,SINGING GAUCHOS,60.9973,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    143  ,PHILOSOPHY OF LAW,56.0661,PHIL    151  ,PRE-SOCRATICS,56.0389
372,Student 373,Freshman,MATH      4B ,DIFF EQUATIONS,36.9968,FR      599  ,DISS PREPARATION,36.9036,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094
373,Student 374,Junior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   191  ,FANTASY/FANTASTIC,50.5696,MATRL   599  ,PH D DISS PREP,47.256,C LIT   194I ,INTERNSHIP,47.2292,C LIT   595  ,DOCTORAL COLLOQUIUM,46.495
374,Student 375,Graduate,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,PHIL    156  ,HELLENISTIC PHIL,54.8601
375,Student 376,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,SOC     185M ,MARXIST&CRIT THEORY,33.027,PHYS    119A ,THERMO & STAT PHYS,32.4273
376,Student 377,Senior,GREEK   598  ,MA RESEARCH & PREP,38.3745,CMPSC   502  ,TEACHING COMPTR SCI,34.2449,PHYS    260J ,PHYSICS OUTREACH,30.8456,FAMST   106A ,CREW PRODUCTION ONE,29.4616,ENGL    103WT,LATE VICTORIAN LIT,28.7721
377,Student 378,Sophomore,ARTHI   127A ,AFRICAN ART-I,38.8889,FAMST   106A ,CREW PRODUCTION ONE,36.0866,MUS A   147S ,JAZZ ENSEMBLE,35.6901,FAMST   250  ,CULTURAL THEORY,33.8025,PHIL    151  ,PRE-SOCRATICS,33.6233
378,Student 379,Senior,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886
379,Student 380,Freshman,ECON    204A ,MACROECON THEORY,34.1889,C LIT   197H ,SENIOR HONORS SEM,33.9186,SOC     185M ,MARXIST&CRIT THEORY,33.027,FAMST   106A ,CREW PRODUCTION ONE,30.8705,FR      596  ,RESEARCH,30.195
380,Student 381,Graduate,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   189A ,SR CMPTR PRJCT,42.0864,CMPSC   184  ,MOBILE APP DEV,42.0864
381,Student 382,Sophomore,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   196H ,HONORS RESEARCH,74.9192,C LIT   197  ,JR/SR SEMINAR,71.5496,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC    99  ,INDEPENDENT STUDIES,70.144
382,Student 383,Graduate,C LIT   197  ,JR/SR SEMINAR,52.2236,C LIT   197H ,SENIOR HONORS SEM,50.4515,C LIT   196H ,HONORS RESEARCH,48.9776,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ANTH    206GW,CUR PROBS IN ARCH,43.8786
383,Student 384,Junior,C LIT   196H ,HONORS RESEARCH,50.1998,CMPSC   111  ,INT COMPUTAT SCI,45.8241,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   184  ,MOBILE APP DEV,42.0864,CMPSC   189A ,SR CMPTR PRJCT,42.0864
384,Student 385,Sophomore,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    599  ,PH D DISS PREP,34.2984,MUS A   249  ,PERCUSSION ENS,34.2094
385,Student 386,Junior,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    193  ,CAPSTONE SEM,58.085
386,Student 387,Sophomore,C LIT   196H ,HONORS RESEARCH,71.2281,C LIT   191  ,FANTASY/FANTASTIC,61.5043,CMPSC   111  ,INT COMPUTAT SCI,58.7347,CMPSC    40  ,FOUNDATION COMP SCI,54.4995,C LIT   194I ,INTERNSHIP,54.3531
387,Student 388,Senior,FR      599  ,DISS PREPARATION,36.9036,ME       11  ,INTRO CONCEPTS ME,36.0269,CMPSC    16  ,PROBLEM SOLVING I,34.2023,EEMB    183  ,TEACHING ASSISTANCE,34.1946,CMPSC   111  ,INT COMPUTAT SCI,30.5494
388,Student 389,Senior,MUS A   170M ,MIDDLE EAST ENS.,36.4269,EEMB     11  ,BIOME I,33.1029,ME      292  ,DESIGN TRANSDUCER,33.1029,MUS A   170J ,GAMELAN ENS.,32.7983,COMM    160ME,SPECIAL TOPICS COMM,31.347
389,Student 390,Graduate,MUS A   147S ,JAZZ ENSEMBLE,56.3209,MUS A   244  ,CHAMBER MUS ENS,51.5786,MUS A   245  ,BRASS QUINTET,50.5217,MUS A   170M ,MIDDLE EAST ENS.,49.2603,ECE     146A ,DIG COMM FUND,45.7696
390,Student 391,Graduate,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   215A ,SEMICOND DEVICE,33.0582
391,Student 392,Junior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,AS AM   181  ,DESIGN FOR EQUITY,40.9171,C LIT   191  ,FANTASY/FANTASTIC,40.9043
392,Student 393,Graduate,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,MUS A   147S ,JAZZ ENSEMBLE,35.6901,EACS      5  ,INTRO TO BUDDHISM,35.5303,PHIL    151  ,PRE-SOCRATICS,33.6233
393,Student 394,Graduate,MATRL   598  ,MS THESIS RSCH-PREP,51.3084,C LIT   599  ,PH D DIS RE & PREP,45.2473,FAMST   106A ,CREW PRODUCTION ONE,44.2397,ECE     153A ,HRDW/SFTW INTERFACE,42.4095,SOC     152B ,TOPICS IN SEXUALITY,42.0922
394,Student 395,Senior,ARTHI   192D ,UCSB INTERNSHIP,52.7248,GREEK   199  ,INDEP STUDY GREEK,46.1195,INT      86VC,PORTR & SELF IN AI,42.4142,ART     593MS,MFA THESIS PROJECT,41.8944,FAMST   195I ,INTERNSHIP,35.2349
395,Student 396,Freshman,ECE     146A ,DIG COMM FUND,45.7696,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094
396,Student 397,Graduate,ANTH    206GW,CUR PROBS IN ARCH,37.9415,INT      86VC,PORTR & SELF IN AI,37.7181,ARTHI     6F ,SUR ARCH & PLAN,37.3858,MATH      4B ,DIFF EQUATIONS,36.9968,AS AM   181  ,DESIGN FOR EQUITY,34.5655
397,Student 398,Junior,PHYS      6AL,INTRO EXPER PHYSICS,48.218,PSY     592DV,SPEC INTRST GRP SEM,40.1172,FAMST    99  ,INDEPENDENT STUDIES,36.6381,MUS A   252  ,VIOLIN ENSEMBLE,35.6261,FEMST   598  ,THESIS PREP,35.272
398,Student 399,Freshman,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    193  ,CAPSTONE SEM,58.085,MATRL   200S ,INTRO STRUC & PHASE,57.7351,MATRL   205  ,WIDE-BAND GAP MATRL,57.7351,MATRL   207  ,MECH OF MATERIALS,57.7351
399,Student 400,Graduate,C LIT   197H ,SENIOR HONORS SEM,42.6888,C LIT   197  ,JR/SR SEMINAR,42.5606,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   196H ,HONORS RESEARCH,36.0067,PHYS     20AL,EXPERIMENTAL PHYS,33.4419
400,Student 401,Sophomore,PHYS     21  ,GEN PHYS,47.6702,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,INT      86VC,PORTR & SELF IN AI,37.7181,FR      599  ,DISS PREPARATION,36.9036,ECON    204A ,MACROECON THEORY,34.1889
401,Student 402,Graduate,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411
402,Student 403,Freshman,PSTAT   190  ,ULA TRAINING,39.2279,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,PHIL    151  ,PRE-SOCRATICS,33.6233
403,Student 404,Graduate,EACS      5  ,INTRO TO BUDDHISM,46.2519,FR      104C ,ADV FRENCH GRAMMAR,46.0386,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236
404,Student 405,Freshman,C LIT   196H ,HONORS RESEARCH,47.2941,ECON    204A ,MACROECON THEORY,41.5797,ECE     130A ,SIGNAL ANALYSIS,40.9977,C LIT   191  ,FANTASY/FANTASTIC,40.9043,MATRL   205  ,WIDE-BAND GAP MATRL,40.736
405,Student 406,Junior,FAMST   106A ,CREW PRODUCTION ONE,44.2397,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,FAMST    95  ,INTERNSHIP,34.1207,GLOBL   197E ,SPECIAL TOPICS,33.886
406,Student 407,Junior,PHIL    183  ,BEGIN MODERN LOGIC,46.5901,FR      599  ,DISS PREPARATION,43.4602,ECE     153A ,HRDW/SFTW INTERFACE,39.3778,MATRL   598  ,MS THESIS RSCH-PREP,38.6893,ED      360F ,ELD/SDAIE (MST),38.4654
407,Student 408,Sophomore,MUS A   147S ,JAZZ ENSEMBLE,35.6901,INT      86VC,PORTR & SELF IN AI,34.0639,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684
408,Student 409,Sophomore,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATH      4B ,DIFF EQUATIONS,36.9968
409,Student 410,Graduate,C LIT   196H ,HONORS RESEARCH,50.1998,MATRL   599  ,PH D DISS PREP,47.256,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ECE     130A ,SIGNAL ANALYSIS,45.4298,CMPSC    40  ,FOUNDATION COMP SCI,42.5199
410,Student 411,Sophomore,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,SOC     185M ,MARXIST&CRIT THEORY,46.0005,C LIT   191  ,FANTASY/FANTASTIC,40.9043
411,Student 412,Graduate,C LIT   196H ,HONORS RESEARCH,60.2649,ECE     146A ,DIG COMM FUND,58.9192,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,CMPSC   110  ,INTRO RESEARCH CS,55.5409
412,Student 413,Senior,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,PHYS     13AL,INTRO TO EXPER PHYS,40.933,PHYS    143L ,PARTICLE PHYS LAB,35.3595,CMPSC   595A ,GP STD: FOUNDATIONS,34.0558,PHYS      7L ,PHYSICS LAB,31.262
413,Student 414,Senior,LING    193  ,CAPSTONE SEM,40.7399,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094
414,Student 415,Sophomore,PHYS     21  ,GEN PHYS,44.5577,ECE     153A ,HRDW/SFTW INTERFACE,42.4095,SOC     152B ,TOPICS IN SEXUALITY,42.0922,MATRL   598  ,MS THESIS RSCH-PREP,40.8732,CMPSC   502  ,TEACHING COMPTR SCI,39.0928
415,Student 416,Sophomore,ARTHI   192D ,UCSB INTERNSHIP,59.4414,ART     594  ,SP STUDIES/ST ART,57.6803,ARTHI   265  ,SEM ARCH HIST URBAN,55.9026,GREEK   598  ,MA RESEARCH & PREP,53.8036,ARTHI   136O ,GREEN ARCHITECTURE,53.1294
416,Student 417,Freshman,ME      154  ,STRUCTURES,46.0208,MAT     596  ,DIRECTED RESEARCH,43.2842,ME      157  ,INTRO MULTIPHYS SIM,42.6236,EEMB    185  ,OCEANOGRAPHY FLD WK,41.7077,EARTH   597  ,INDIV STD MA & PHD,41.7077
417,Student 418,Sophomore,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,SOC     185C ,CULTURAL THEORY,60.1845,MATRL   200S ,INTRO STRUC & PHASE,57.7351,MATRL   205  ,WIDE-BAND GAP MATRL,57.7351,MATRL   207  ,MECH OF MATERIALS,57.7351
418,Student 419,Freshman,FAMST   106A ,CREW PRODUCTION ONE,44.2397,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,FAMST    95  ,INTERNSHIP,34.1207,ARTHI   192D ,UCSB INTERNSHIP,34.0062
419,Student 420,Junior,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ME       11  ,INTRO CONCEPTS ME,43.5874,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   180  ,COMPUTER GRAPHICS,42.0864,CMPSC   189A ,SR CMPTR PRJCT,42.0864
420,Student 421,Senior,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,FAMST   106A ,CREW PRODUCTION ONE,39.7833,SOC     185M ,MARXIST&CRIT THEORY,39.2094
421,Student 422,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676,PHIL    599  ,PH D DISS PREP,49.1309,CMPSC   502  ,TEACHING COMPTR SCI,48.7886
422,Student 423,Junior,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,FR      599  ,DISS PREPARATION,33.8289,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,SOC     185M ,MARXIST&CRIT THEORY,33.027,PHYS    119A ,THERMO & STAT PHYS,32.4273
423,Student 424,Freshman,FR      599  ,DISS PREPARATION,36.9036,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411
424,Student 425,Freshman,C LIT   197  ,JR/SR SEMINAR,47.5801,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ENGL    195I ,INTERN,43.6958,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,C LIT   197H ,SENIOR HONORS SEM,42.2288
425,Student 426,Junior,SLAV    197  ,SR THESIS/RUSSIAN,36.1975,PORT      4  ,INTERMED PORTUGUESE,35.3151,GLOBL   124  ,GLOBAL PEAC & CONFL,35.2322,GER     199  ,INDEPENDENT STUDIES,34.6031,RENST   199  ,INDEPENDENT STUDIES,34.5948
426,Student 427,Junior,LING    297  ,GRADUATE STUDIES,45.8435,MARSC   595  ,SEM MARINE SCIENCE,45.8435,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411
427,Student 428,Senior,AS AM   181  ,DESIGN FOR EQUITY,45.9162,FAMST   106A ,CREW PRODUCTION ONE,39.7833,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,PHYS     20AL,EXPERIMENTAL PHYS,33.4419
428,Student 429,Junior,PSY     592DV,SPEC INTRST GRP SEM,40.1172,MUS A   252  ,VIOLIN ENSEMBLE,39.2337,ED      362  ,EXCEP CHILD,37.5275,ECON    204A ,MACROECON THEORY,37.1825,FAMST    99  ,INDEPENDENT STUDIES,36.6381
429,Student 430,Senior,MATRL   599  ,PH D DISS PREP,47.256,MUS A   237M ,SINGING GAUCHOS,35.6047,MATH    202A ,COMPLEX ANALYSIS,35.521,MATH      3B ,CALC WITH APPLI 2,35.521,MUS A   245BR,BRASS/ORCH REP,34.9076
430,Student 431,Freshman,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   215A ,SEMICOND DEVICE,33.0582
431,Student 432,Freshman,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736
432,Student 433,Sophomore,C LIT   196H ,HONORS RESEARCH,71.2281,C LIT   197  ,JR/SR SEMINAR,65.2461,C LIT   197H ,SENIOR HONORS SEM,63.7679,C LIT   191  ,FANTASY/FANTASTIC,61.5043,CMPSC   111  ,INT COMPUTAT SCI,58.7347
433,Student 434,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,INT      86VC,PORTR & SELF IN AI,37.7181,MATH      4B ,DIFF EQUATIONS,36.9968,FR      599  ,DISS PREPARATION,36.9036,ANTH    206GW,CUR PROBS IN ARCH,33.3221
434,Student 435,Freshman,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
435,Student 436,Senior,ECON    196A ,SEN HONORS SEM,40.6493,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   200S ,INTRO STRUC & PHASE,34.6411
436,Student 437,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,FR      104C ,ADV FRENCH GRAMMAR,46.0386,PHIL    599  ,PH D DISS PREP,44.1246
437,Student 438,Freshman,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,AS AM   181  ,DESIGN FOR EQUITY,43.7161,C LIT   191  ,FANTASY/FANTASTIC,40.9043
